FIR_Number,Crime_Type,District,Police_Station,Latitude,Longitude,Date,Status,IPC_Sections,Risk_Level,AI_Confidence,Prediction_Flag
KSP/HUB/2025/03369,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Gokul Road,15.3045,75.1216,2025-08-21 16:34:00,Closed,"Sec 279, 337 IPC",Medium,87.1,Standard Monitoring
KSP/CHI/2025/03370,BURGLARY / HOUSE BREAKING,Chitradurga,Hiriyur,14.1825,76.4083,2025-01-25 18:21:00,Pending,"Sec 454, 457, 380 IPC",High,94.6,High Risk Zone
KSP/CHI/2025/03371,BURGLARY / HOUSE BREAKING,Chitradurga,Challakere,14.1648,76.4387,2025-08-29 15:40:00,Closed,"Sec 454, 457, 380 IPC",High,89.0,High Risk Zone
KSP/HUB/2026/03372,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Dharwad Town,15.4081,75.1761,2026-07-01 15:24:00,Closed,"Sec 78, 87 KPA",Low,95.3,Standard Monitoring
KSP/DAV/2024/03373,HURT / ASSAULT,Davanagere,Harihar,14.4051,75.9545,2024-03-30 03:54:00,Pending,"Sec 323, 324, 504 IPC",High,86.9,High Risk Zone
KSP/BEN/2025/03374,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,12.9658,77.5929,2025-09-15 00:58:00,Investigating,"Sec 279, 337 IPC",Medium,94.1,Standard Monitoring
KSP/KOD/2024/03375,HURT / ASSAULT,Kodagu,Gonikoppal,12.4325,75.7797,2024-03-25 04:09:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,93.1,High Risk Zone
KSP/VIJ/2025/03376,CrPC OFFENCES,Vijayapura,Gandhi Chowk,16.8011,75.7019,2025-07-18 22:03:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,85.7,Standard Monitoring
KSP/VIJ/2025/03377,BURGLARY / HOUSE BREAKING,Vijayapura,Gandhi Chowk,16.8332,75.6961,2025-03-11 07:20:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,96.5,High Risk Zone
KSP/MAN/2025/03378,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mandya,Maddur,12.5512,76.8517,2025-10-27 10:29:00,Investigating,"Sec 279, 337 IPC",Medium,93.5,Standard Monitoring
KSP/BEN/2025/03379,CYBER CRIME & FRAUD,Bengaluru Dist,Hosakote,13.0629,77.6258,2025-05-30 10:27:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,97.7,High Risk Zone
KSP/CHI/2025/03380,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chikkamagaluru,Town PS,13.3359,75.7502,2025-12-31 16:18:00,Pending,"Sec 279, 337 IPC",Medium,91.2,Standard Monitoring
KSP/UTT/2025/03381,BURGLARY / HOUSE BREAKING,Uttara Kannada,Sirsi Town,14.8228,74.0711,2025-11-22 07:51:00,Pending,"Sec 454, 457, 380 IPC",High,97.5,High Risk Zone
KSP/BEN/2025/03382,HURT / ASSAULT,Bengaluru Dist,Nelamangala,13.1161,77.5093,2025-04-06 12:44:00,Investigating,"Sec 323, 324, 504 IPC",High,89.4,High Risk Zone
KSP/MAN/2025/03383,BURGLARY / HOUSE BREAKING,Mangaluru,Urwa,12.8877,74.8345,2025-04-26 03:47:00,Investigating,"Sec 454, 457, 380 IPC",High,86.2,High Risk Zone
KSP/CHI/2024/03384,CrPC OFFENCES,Chitradurga,Challakere,14.2227,76.3859,2024-10-20 22:48:00,Investigating,"Sec 107, 151 CrPC",Low,85.1,Standard Monitoring
KSP/RAM/2025/03385,CrPC OFFENCES,Ramanagara,Ijoor PS,12.6544,77.3387,2025-12-03 06:53:00,Solved,"Sec 107, 151 CrPC",Low,94.3,Standard Monitoring
KSP/MYS/2024/03386,KPA 1963 VIOLATIONS,Mysuru,Vidyaranyapuram,12.2386,76.601,2024-04-02 03:03:00,Solved,"Sec 78, 87 KPA",Low,90.5,Standard Monitoring
KSP/DAV/2024/03387,MOTOR VEHICLE ACCIDENTS NON-FATAL,Davanagere,Vidyanagar,14.402,75.9935,2024-09-28 08:03:00,Closed,"Sec 279, 337 IPC",Medium,85.8,Standard Monitoring
KSP/BEN/2026/03388,KPA 1963 VIOLATIONS,Bengaluru City,Whitefield,12.901,77.5183,2026-04-23 19:41:00,Closed,"Sec 78, 87 KPA",Low,96.6,Standard Monitoring
KSP/BEN/2025/03389,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Electronic City,13.0358,77.5534,2025-01-27 19:30:00,Pending,"Sec 279, 337 IPC",Medium,93.3,Standard Monitoring
KSP/BID/2024/03390,THEFT,Bidar,Gandhi Gunj,17.841,77.4406,2024-07-25 13:39:00,Charge Sheeted,Sec 379 IPC,Medium,89.1,Standard Monitoring
KSP/BEN/2024/03391,NARCOTICS (NDPS),Bengaluru City,Jayanagar,12.9964,77.5763,2024-01-26 02:32:00,Solved,"Sec 20(b), 22 NDPS Act",Critical,95.0,High Risk Zone
KSP/BEN/2024/03392,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Electronic City,12.9273,77.5579,2024-09-24 20:57:00,Pending,"Sec 279, 337 IPC",Medium,90.6,Standard Monitoring
KSP/MAN/2025/03393,CrPC OFFENCES,Mangaluru,Kadri,12.8726,74.7908,2025-06-03 15:36:00,Investigating,"Sec 107, 151 CrPC",Low,87.5,Standard Monitoring
KSP/BAG/2026/03394,HURT / ASSAULT,Bagalkote,Navanagar,16.2536,75.7207,2026-05-23 16:32:00,Closed,"Sec 323, 324, 504 IPC",High,87.6,High Risk Zone
KSP/BEN/2024/03395,NARCOTICS (NDPS),Bengaluru City,Yelahanka,12.9288,77.6374,2024-05-17 19:34:00,Charge Sheeted,"Sec 20(b), 22 NDPS Act",Critical,93.8,High Risk Zone
KSP/KOL/2025/03396,THEFT,Kolar,Bangarapet,13.1898,78.1491,2025-07-29 12:12:00,Solved,Sec 379 IPC,Medium,96.8,Standard Monitoring
KSP/BEN/2025/03397,HURT / ASSAULT,Bengaluru Dist,Devanahalli,13.0296,77.6466,2025-08-11 16:34:00,Closed,"Sec 323, 324, 504 IPC",High,86.9,High Risk Zone
KSP/BEN/2026/03398,HURT / ASSAULT,Bengaluru City,Whitefield,13.0251,77.5432,2026-01-22 15:13:00,Closed,"Sec 323, 324, 504 IPC",High,93.4,High Risk Zone
KSP/BEN/2025/03399,CrPC OFFENCES,Bengaluru City,Koramangala,13.0153,77.6571,2025-07-02 10:07:00,Investigating,"Sec 107, 151 CrPC",Low,85.3,Standard Monitoring
KSP/UTT/2024/03400,CrPC OFFENCES,Uttara Kannada,Sirsi Town,14.7517,74.0582,2024-01-15 03:16:00,Investigating,"Sec 107, 151 CrPC",Low,89.9,Standard Monitoring
KSP/RAM/2025/03401,ROBBERY / DACOITY,Ramanagara,Channapatna,12.6537,77.285,2025-01-29 04:52:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,86.7,High Risk Zone
KSP/BEN/2024/03402,NARCOTICS (NDPS),Bengaluru City,Electronic City,13.0434,77.5519,2024-11-19 23:04:00,Solved,"Sec 20(b), 22 NDPS Act",Critical,87.8,High Risk Zone
KSP/BID/2024/03403,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bidar,Market PS,17.8529,77.5886,2024-05-13 01:37:00,Pending,"Sec 279, 337 IPC",Medium,88.6,Standard Monitoring
KSP/BEN/2024/03404,MISSING PERSON,Bengaluru Dist,Hosakote,13.1264,77.5337,2024-12-06 01:22:00,Investigating,Sec 363 IPC,Medium,86.1,Standard Monitoring
KSP/TUM/2025/03405,ROBBERY / DACOITY,Tumakuru,Tiptur,13.3035,77.0801,2025-08-02 10:00:00,Investigating,"Sec 392, 395 IPC",Critical,94.7,High Risk Zone
KSP/BEN/2026/03406,HURT / ASSAULT,Bengaluru Dist,Devanahalli,13.0077,77.6216,2026-03-09 02:08:00,Investigating,"Sec 323, 324, 504 IPC",High,85.6,High Risk Zone
KSP/KAL/2024/03407,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kalaburagi,Station Bazar,17.3937,76.7782,2024-11-24 07:49:00,Investigating,"Sec 279, 337 IPC",Medium,92.3,Standard Monitoring
KSP/BEN/2025/03408,HURT / ASSAULT,Bengaluru Dist,Doddaballapura,13.0513,77.5845,2025-11-25 04:09:00,Solved,"Sec 323, 324, 504 IPC",High,95.4,High Risk Zone
KSP/BEN/2025/03409,CrPC OFFENCES,Bengaluru City,Indiranagar,13.004,77.5262,2025-02-11 18:28:00,Investigating,"Sec 107, 151 CrPC",Low,97.3,Standard Monitoring
KSP/BEN/2026/03410,THEFT,Bengaluru City,Whitefield,13.0352,77.6008,2026-05-14 22:40:00,Investigating,Sec 379 IPC,Medium,86.2,Standard Monitoring
KSP/KOD/2024/03411,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kodagu,Madikeri Town,12.4386,75.8035,2024-11-16 04:55:00,Investigating,"Sec 279, 337 IPC",Medium,94.3,Standard Monitoring
KSP/MYS/2024/03412,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Vidyaranyapuram,12.3045,76.5978,2024-07-05 16:21:00,Closed,"Sec 279, 337 IPC",Medium,96.3,Standard Monitoring
KSP/BEN/2024/03413,CrPC OFFENCES,Bengaluru City,Cubbon Park,12.9423,77.5931,2024-12-16 14:16:00,Solved,"Sec 107, 151 CrPC",Low,90.9,Standard Monitoring
KSP/BEN/2025/03414,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,12.9015,77.6352,2025-09-19 19:37:00,Pending,"Sec 279, 337 IPC",Medium,98.2,Standard Monitoring
KSP/VIJ/2025/03415,HURT / ASSAULT,Vijayanagara,Kudligi,15.2233,76.4578,2025-09-27 10:33:00,Pending,"Sec 323, 324, 504 IPC",High,89.2,High Risk Zone
KSP/HUB/2024/03416,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Kamripeth,15.3782,75.1879,2024-12-18 16:45:00,Investigating,"Sec 78, 87 KPA",Low,97.6,Standard Monitoring
KSP/SHI/2024/03417,KPA 1963 VIOLATIONS,Shivamogga,Tunga Nagar,14.0097,75.5771,2024-02-18 02:13:00,Solved,"Sec 78, 87 KPA",Low,94.7,Standard Monitoring
KSP/BAG/2025/03418,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bagalkote,Jamkhandi,16.23,75.6243,2025-05-09 19:13:00,Closed,"Sec 279, 337 IPC",Medium,89.3,Standard Monitoring
KSP/UDU/2024/03419,MOTOR VEHICLE ACCIDENTS NON-FATAL,Udupi,Manipal,13.3486,74.8127,2024-08-09 12:49:00,Solved,"Sec 279, 337 IPC",Medium,89.0,Standard Monitoring
KSP/DAV/2026/03420,KPA 1963 VIOLATIONS,Davanagere,Harihar,14.4409,75.8915,2026-03-15 15:02:00,Pending,"Sec 78, 87 KPA",Low,86.6,Standard Monitoring
KSP/BAG/2024/03421,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bagalkote,Jamkhandi,16.1927,75.6621,2024-11-18 22:24:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,87.7,Standard Monitoring
KSP/YAD/2025/03422,HURT / ASSAULT,Yadgir,Town PS,16.685,77.2177,2025-04-12 14:32:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,90.9,High Risk Zone
KSP/BEL/2025/03423,MISSING PERSON,Belagavi,Market PS,15.8004,74.4606,2025-09-17 04:13:00,Pending,Sec 363 IPC,Medium,93.0,Standard Monitoring
KSP/KOL/2026/03424,KPA 1963 VIOLATIONS,Kolar,Gulpet,13.1166,78.0699,2026-07-22 07:15:00,Solved,"Sec 78, 87 KPA",Low,89.9,Standard Monitoring
KSP/HUB/2026/03425,HURT / ASSAULT,Hubballi-Dharwad,Kamripeth,15.3271,75.1793,2026-02-15 08:35:00,Closed,"Sec 323, 324, 504 IPC",High,93.8,High Risk Zone
KSP/SHI/2025/03426,KPA 1963 VIOLATIONS,Shivamogga,Doddapet,13.9381,75.5377,2025-04-17 06:37:00,Closed,"Sec 78, 87 KPA",Low,91.8,Standard Monitoring
KSP/BEN/2026/03427,KPA 1963 VIOLATIONS,Bengaluru Dist,Devanahalli,13.0957,77.5404,2026-05-01 09:21:00,Investigating,"Sec 78, 87 KPA",Low,91.0,Standard Monitoring
KSP/BEL/2026/03428,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Market PS,15.8027,74.5649,2026-05-12 16:38:00,Investigating,"Sec 279, 337 IPC",Medium,86.4,Standard Monitoring
KSP/BEN/2025/03429,HURT / ASSAULT,Bengaluru City,Hebbal,12.9981,77.5192,2025-11-15 23:38:00,Pending,"Sec 323, 324, 504 IPC",High,93.2,High Risk Zone
KSP/BEL/2026/03430,BURGLARY / HOUSE BREAKING,Belagavi,Tilakwadi,15.8874,74.5597,2026-04-29 03:21:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,89.4,High Risk Zone
KSP/CHA/2024/03431,CrPC OFFENCES,Chamarajanagar,Gundlupet,11.8634,76.9519,2024-01-18 14:44:00,Investigating,"Sec 107, 151 CrPC",Low,98.1,Standard Monitoring
KSP/BEN/2026/03432,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Nelamangala,13.0125,77.5411,2026-01-25 08:44:00,Closed,"Sec 279, 337 IPC",Medium,95.1,Standard Monitoring
KSP/VIJ/2026/03433,MISSING PERSON,Vijayanagara,Hospet Town,15.2212,76.334,2026-01-23 21:20:00,Pending,Sec 363 IPC,Medium,87.9,Standard Monitoring
KSP/VIJ/2025/03434,CYBER CRIME & FRAUD,Vijayapura,Gol Gumbaz PS,16.785,75.6475,2025-06-20 14:05:00,Solved,"Sec 66D IT Act, 420 IPC",High,96.1,High Risk Zone
KSP/BEN/2025/03435,HURT / ASSAULT,Bengaluru Dist,Devanahalli,13.0119,77.6118,2025-12-13 18:42:00,Investigating,"Sec 323, 324, 504 IPC",High,93.3,High Risk Zone
KSP/HAS/2024/03436,CrPC OFFENCES,Hassan,Gorur,12.929,76.1148,2024-11-02 07:40:00,Pending,"Sec 107, 151 CrPC",Low,90.1,Standard Monitoring
KSP/MAN/2024/03437,HURT / ASSAULT,Mangaluru,Urwa,12.9505,74.7869,2024-03-06 23:05:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,88.7,High Risk Zone
KSP/BAL/2024/03438,HURT / ASSAULT,Ballari,Cowl Bazar,15.113,76.8525,2024-04-08 15:30:00,Solved,"Sec 323, 324, 504 IPC",High,93.2,High Risk Zone
KSP/BEN/2025/03439,CrPC OFFENCES,Bengaluru City,Yelahanka,12.9712,77.6177,2025-10-27 05:15:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,96.8,Standard Monitoring
KSP/TUM/2026/03440,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Kyatsandra,13.3196,77.1501,2026-06-09 08:52:00,Closed,"Sec 279, 337 IPC",Medium,88.1,Standard Monitoring
KSP/DAV/2026/03441,HURT / ASSAULT,Davanagere,Harihar,14.4198,75.916,2026-03-20 08:20:00,Closed,"Sec 323, 324, 504 IPC",High,90.7,High Risk Zone
KSP/BEN/2025/03442,THEFT,Bengaluru City,Whitefield,13.0391,77.5948,2025-02-26 09:38:00,Pending,Sec 379 IPC,Medium,93.9,Standard Monitoring
KSP/UDU/2024/03443,BURGLARY / HOUSE BREAKING,Udupi,Kundapura,13.3507,74.7672,2024-03-17 04:53:00,Solved,"Sec 454, 457, 380 IPC",High,92.3,High Risk Zone
KSP/HAS/2024/03444,HURT / ASSAULT,Hassan,City PS,13.0415,76.109,2024-05-04 12:18:00,Solved,"Sec 323, 324, 504 IPC",High,97.6,High Risk Zone
KSP/BEN/2024/03445,CrPC OFFENCES,Bengaluru City,Yelahanka,13.0155,77.5766,2024-11-05 19:22:00,Closed,"Sec 107, 151 CrPC",Low,88.4,Standard Monitoring
KSP/GAD/2025/03446,CrPC OFFENCES,Gadag,Town PS,15.3805,75.6168,2025-07-22 12:47:00,Solved,"Sec 107, 151 CrPC",Low,89.6,Standard Monitoring
KSP/TUM/2025/03447,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Sira,13.3028,77.1084,2025-02-23 05:52:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,88.5,Standard Monitoring
KSP/BEN/2025/03448,MISSING PERSON,Bengaluru City,Jayanagar,12.912,77.6233,2025-02-26 13:16:00,Closed,Sec 363 IPC,Medium,93.0,Standard Monitoring
KSP/HAS/2024/03449,MISSING PERSON,Hassan,Gorur,12.9882,76.1136,2024-02-09 14:18:00,Closed,Sec 363 IPC,Medium,93.0,Standard Monitoring
KSP/BEN/2025/03450,MISSING PERSON,Bengaluru City,Koramangala,13.0407,77.5181,2025-01-27 22:21:00,Investigating,Sec 363 IPC,Medium,92.6,Standard Monitoring
KSP/BEL/2024/03451,BURGLARY / HOUSE BREAKING,Belagavi,Tilakwadi,15.818,74.5735,2024-03-02 21:23:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,89.2,High Risk Zone
KSP/MYS/2024/03452,HURT / ASSAULT,Mysuru,KRS Road,12.2442,76.6798,2024-11-14 09:50:00,Investigating,"Sec 323, 324, 504 IPC",High,94.9,High Risk Zone
KSP/BID/2025/03453,THEFT,Bidar,Basavakalyan,17.9529,77.5792,2025-11-06 19:20:00,Pending,Sec 379 IPC,Medium,87.7,Standard Monitoring
KSP/RAM/2025/03454,HURT / ASSAULT,Ramanagara,Channapatna,12.7391,77.3001,2025-09-14 13:06:00,Solved,"Sec 323, 324, 504 IPC",High,89.2,High Risk Zone
KSP/HUB/2025/03455,THEFT,Hubballi-Dharwad,Suburban PS,15.3309,75.1177,2025-09-01 20:17:00,Charge Sheeted,Sec 379 IPC,Medium,97.7,Standard Monitoring
KSP/UDU/2026/03456,MOTOR VEHICLE ACCIDENTS NON-FATAL,Udupi,Kundapura,13.4194,74.7297,2026-07-20 07:56:00,Solved,"Sec 279, 337 IPC",Medium,85.7,Standard Monitoring
KSP/BEN/2024/03457,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,12.9456,77.5661,2024-03-29 10:40:00,Investigating,"Sec 279, 337 IPC",Medium,89.5,Standard Monitoring
KSP/TUM/2024/03458,MISSING PERSON,Tumakuru,Town PS,13.3704,77.0983,2024-07-26 23:03:00,Charge Sheeted,Sec 363 IPC,Medium,94.3,Standard Monitoring
KSP/RAI/2025/03459,MISSING PERSON,Raichur,Manvi,16.196,77.3541,2025-09-19 17:23:00,Pending,Sec 363 IPC,Medium,88.1,Standard Monitoring
KSP/DAV/2025/03460,THEFT,Davanagere,Vidyanagar,14.5343,75.988,2025-05-20 01:03:00,Pending,Sec 379 IPC,Medium,94.6,Standard Monitoring
KSP/KOL/2025/03461,CYBER CRIME & FRAUD,Kolar,Gulpet,13.1697,78.0988,2025-11-21 12:58:00,Pending,"Sec 66D IT Act, 420 IPC",High,88.7,High Risk Zone
KSP/BEN/2024/03462,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,12.9139,77.5574,2024-05-15 16:58:00,Pending,"Sec 279, 337 IPC",Medium,96.9,Standard Monitoring
KSP/BEN/2025/03463,CrPC OFFENCES,Bengaluru City,Koramangala,12.9595,77.6441,2025-09-05 09:02:00,Investigating,"Sec 107, 151 CrPC",Low,86.1,Standard Monitoring
KSP/VIJ/2025/03464,THEFT,Vijayapura,Gandhi Chowk,16.7623,75.6897,2025-02-10 08:42:00,Solved,Sec 379 IPC,Medium,85.8,Standard Monitoring
KSP/HUB/2025/03465,CrPC OFFENCES,Hubballi-Dharwad,Kamripeth,15.4184,75.1813,2025-03-11 03:48:00,Investigating,"Sec 107, 151 CrPC",Low,93.6,Standard Monitoring
KSP/RAI/2024/03466,THEFT,Raichur,Manvi,16.2026,77.4102,2024-05-02 03:26:00,Solved,Sec 379 IPC,Medium,87.3,Standard Monitoring
KSP/CHI/2025/03467,KPA 1963 VIOLATIONS,Chikkamagaluru,Kadur,13.3376,75.7201,2025-11-02 12:51:00,Charge Sheeted,"Sec 78, 87 KPA",Low,91.4,Standard Monitoring
KSP/BEN/2025/03468,THEFT,Bengaluru City,Koramangala,13.0418,77.5251,2025-08-04 04:48:00,Closed,Sec 379 IPC,Medium,89.3,Standard Monitoring
KSP/CHI/2024/03469,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chitradurga,Town PS,14.178,76.3814,2024-02-09 02:04:00,Closed,"Sec 279, 337 IPC",Medium,98.4,Standard Monitoring
KSP/BEN/2024/03470,THEFT,Bengaluru Dist,Devanahalli,13.0635,77.5245,2024-04-07 13:46:00,Charge Sheeted,Sec 379 IPC,Medium,97.4,Standard Monitoring
KSP/HUB/2024/03471,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Suburban PS,15.4077,75.0546,2024-07-24 09:58:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,85.4,Standard Monitoring
KSP/MAN/2024/03472,HURT / ASSAULT,Mangaluru,Kadri,12.992,74.7814,2024-10-16 20:46:00,Pending,"Sec 323, 324, 504 IPC",High,93.3,High Risk Zone
KSP/BEN/2025/03473,HURT / ASSAULT,Bengaluru City,Indiranagar,12.9855,77.5982,2025-04-15 17:42:00,Closed,"Sec 323, 324, 504 IPC",High,89.1,High Risk Zone
KSP/CHI/2024/03474,CrPC OFFENCES,Chitradurga,Town PS,14.2075,76.3333,2024-12-27 19:40:00,Solved,"Sec 107, 151 CrPC",Low,90.2,Standard Monitoring
KSP/BEL/2026/03475,THEFT,Belagavi,Market PS,15.8639,74.4764,2026-02-28 21:18:00,Solved,Sec 379 IPC,Medium,87.6,Standard Monitoring
KSP/BEN/2025/03476,KPA 1963 VIOLATIONS,Bengaluru City,Indiranagar,12.896,77.542,2025-12-27 01:43:00,Charge Sheeted,"Sec 78, 87 KPA",Low,88.8,Standard Monitoring
KSP/CHI/2024/03477,THEFT,Chitradurga,Challakere,14.2154,76.4268,2024-04-03 14:09:00,Investigating,Sec 379 IPC,Medium,93.4,Standard Monitoring
KSP/DAV/2024/03478,ROBBERY / DACOITY,Davanagere,Azad Nagar,14.5432,75.8892,2024-10-16 22:42:00,Investigating,"Sec 392, 395 IPC",Critical,90.9,High Risk Zone
KSP/BEN/2025/03479,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Nelamangala,13.0792,77.5867,2025-06-11 22:08:00,Investigating,"Sec 279, 337 IPC",Medium,96.8,Standard Monitoring
KSP/BEN/2025/03480,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.9073,77.5407,2025-06-14 04:25:00,Closed,"Sec 279, 337 IPC",Medium,91.6,Standard Monitoring
KSP/UTT/2026/03481,KPA 1963 VIOLATIONS,Uttara Kannada,Dandeli,14.7322,74.0774,2026-03-17 19:14:00,Pending,"Sec 78, 87 KPA",Low,96.4,Standard Monitoring
KSP/CHA/2025/03482,MISSING PERSON,Chamarajanagar,Gundlupet,11.9109,76.9626,2025-10-06 03:56:00,Investigating,Sec 363 IPC,Medium,92.8,Standard Monitoring
KSP/HAV/2025/03483,MOTOR VEHICLE ACCIDENTS NON-FATAL,Haveri,Town PS,14.7898,75.335,2025-12-26 08:01:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,95.4,Standard Monitoring
KSP/HUB/2024/03484,MISSING PERSON,Hubballi-Dharwad,Suburban PS,15.2893,75.2039,2024-12-27 20:12:00,Solved,Sec 363 IPC,Medium,86.4,Standard Monitoring
KSP/RAI/2025/03485,HURT / ASSAULT,Raichur,Manvi,16.2261,77.3818,2025-08-16 00:15:00,Pending,"Sec 323, 324, 504 IPC",High,88.4,High Risk Zone
KSP/BEN/2026/03486,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Indiranagar,12.9513,77.5227,2026-07-01 10:27:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,95.5,Standard Monitoring
KSP/BEN/2026/03487,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,13.0406,77.6279,2026-04-26 22:31:00,Pending,"Sec 279, 337 IPC",Medium,90.6,Standard Monitoring
KSP/HAV/2024/03488,HURT / ASSAULT,Haveri,Byadgi,14.847,75.3672,2024-11-14 21:33:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,94.0,High Risk Zone
KSP/RAM/2025/03489,CYBER CRIME & FRAUD,Ramanagara,Channapatna,12.7802,77.3095,2025-06-29 11:58:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,92.2,High Risk Zone
KSP/VIJ/2025/03490,MOTOR VEHICLE ACCIDENTS NON-FATAL,Vijayanagara,Kudligi,15.3472,76.4166,2025-08-25 06:02:00,Pending,"Sec 279, 337 IPC",Medium,85.9,Standard Monitoring
KSP/BEN/2026/03491,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,13.0263,77.5741,2026-06-14 03:34:00,Closed,"Sec 279, 337 IPC",Medium,89.0,Standard Monitoring
KSP/BEN/2025/03492,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,13.0039,77.6359,2025-11-30 02:43:00,Investigating,"Sec 279, 337 IPC",Medium,93.4,Standard Monitoring
KSP/BEN/2025/03493,THEFT,Bengaluru City,Koramangala,13.0093,77.5866,2025-05-24 02:22:00,Closed,Sec 379 IPC,Medium,95.3,Standard Monitoring
KSP/YAD/2024/03494,HURT / ASSAULT,Yadgir,Town PS,16.7715,77.0675,2024-05-19 17:18:00,Pending,"Sec 323, 324, 504 IPC",High,88.5,High Risk Zone
KSP/KOD/2026/03495,HURT / ASSAULT,Kodagu,Madikeri Town,12.4714,75.7491,2026-01-27 00:33:00,Closed,"Sec 323, 324, 504 IPC",High,96.5,High Risk Zone
KSP/BEN/2024/03496,CYBER CRIME & FRAUD,Bengaluru City,Hebbal,12.9016,77.6703,2024-12-08 09:34:00,Solved,"Sec 66D IT Act, 420 IPC",High,96.8,High Risk Zone
KSP/HAS/2024/03497,MISSING PERSON,Hassan,Arsikere,12.9839,76.1079,2024-01-31 21:04:00,Closed,Sec 363 IPC,Medium,91.5,Standard Monitoring
KSP/BEN/2026/03498,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Doddaballapura,13.0345,77.6077,2026-02-03 14:27:00,Investigating,"Sec 279, 337 IPC",Medium,91.3,Standard Monitoring
KSP/MAN/2025/03499,KPA 1963 VIOLATIONS,Mandya,Maddur,12.5205,76.8918,2025-01-24 09:01:00,Solved,"Sec 78, 87 KPA",Low,90.1,Standard Monitoring
KSP/MYS/2025/03500,HURT / ASSAULT,Mysuru,KRS Road,12.2953,76.5928,2025-05-03 03:22:00,Closed,"Sec 323, 324, 504 IPC",High,97.6,High Risk Zone
KSP/MAN/2025/03501,CrPC OFFENCES,Mangaluru,Barkarke,12.8614,74.8388,2025-10-29 11:41:00,Investigating,"Sec 107, 151 CrPC",Low,87.3,Standard Monitoring
KSP/MAN/2024/03502,CYBER CRIME & FRAUD,Mangaluru,Urwa,12.9904,74.8979,2024-07-12 09:00:00,Closed,"Sec 66D IT Act, 420 IPC",High,86.1,High Risk Zone
KSP/HAV/2026/03503,HURT / ASSAULT,Haveri,Ranebennur,14.8037,75.4617,2026-06-01 05:03:00,Pending,"Sec 323, 324, 504 IPC",High,96.3,High Risk Zone
KSP/BEN/2025/03504,ROBBERY / DACOITY,Bengaluru City,Yelahanka,12.9673,77.6412,2025-11-04 15:25:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,91.6,High Risk Zone
KSP/VIJ/2025/03505,HURT / ASSAULT,Vijayapura,Gol Gumbaz PS,16.7554,75.6655,2025-11-07 13:33:00,Pending,"Sec 323, 324, 504 IPC",High,95.5,High Risk Zone
